"","rgn_id","habitat","variable","gap_fill"
"1",5,"mangrove","trend","0"
"2",6,"mangrove","trend","0"
"3",7,"mangrove","trend","0"
"4",8,"mangrove","trend","0"
"5",9,"mangrove","trend","0"
"6",14,"mangrove","trend","0"
"7",15,"mangrove","trend","0"
"8",16,"mangrove","trend","0"
"9",17,"mangrove","trend","0"
"10",18,"mangrove","trend","0"
"11",24,"mangrove","trend","0"
"12",25,"mangrove","trend","0"
"13",26,"mangrove","trend","regional (r2) mean"
"14",28,"mangrove","trend","0"
"15",29,"mangrove","trend","three countries combined"
"16",31,"mangrove","trend","0"
"17",39,"mangrove","trend","0"
"18",40,"mangrove","trend","0"
"19",41,"mangrove","trend","0"
"20",42,"mangrove","trend","0"
"21",43,"mangrove","trend","0"
"22",44,"mangrove","trend","0"
"23",45,"mangrove","trend","0"
"24",46,"mangrove","trend","0"
"25",47,"mangrove","trend","0"
"26",48,"mangrove","trend","0"
"27",49,"mangrove","trend","0"
"28",50,"mangrove","trend","0"
"29",52,"mangrove","trend","regional (r2) mean"
"30",53,"mangrove","trend","0"
"31",54,"mangrove","trend","0"
"32",62,"mangrove","trend","0"
"33",65,"mangrove","trend","0"
"34",66,"mangrove","trend","0"
"35",96,"mangrove","trend","0"
"36",97,"mangrove","trend","0"
"37",98,"mangrove","trend","0"
"38",99,"mangrove","trend","0"
"39",102,"mangrove","trend","0"
"40",104,"mangrove","trend","0"
"41",106,"mangrove","trend","0"
"42",108,"mangrove","trend","0"
"43",110,"mangrove","trend","0"
"44",111,"mangrove","trend","0"
"45",112,"mangrove","trend","0"
"46",113,"mangrove","trend","0"
"47",114,"mangrove","trend","0"
"48",115,"mangrove","trend","0"
"49",116,"mangrove","trend","0"
"50",117,"mangrove","trend","0"
"51",118,"mangrove","trend","0"
"52",119,"mangrove","trend","0"
"53",120,"mangrove","trend","0"
"54",122,"mangrove","trend","0"
"55",124,"mangrove","trend","0"
"56",125,"mangrove","trend","0"
"57",126,"mangrove","trend","0"
"58",127,"mangrove","trend","0"
"59",129,"mangrove","trend","0"
"60",130,"mangrove","trend","0"
"61",131,"mangrove","trend","0"
"62",132,"mangrove","trend","0"
"63",133,"mangrove","trend","0"
"64",134,"mangrove","trend","0"
"65",135,"mangrove","trend","0"
"66",136,"mangrove","trend","0"
"67",137,"mangrove","trend","0"
"68",138,"mangrove","trend","0"
"69",139,"mangrove","trend","0"
"70",140,"mangrove","trend","three countries combined"
"71",162,"mangrove","trend","0"
"72",163,"mangrove","trend","0"
"73",164,"mangrove","trend","0"
"74",166,"mangrove","trend","0"
"75",167,"mangrove","trend","0"
"76",168,"mangrove","trend","0"
"77",169,"mangrove","trend","three countries combined"
"78",171,"mangrove","trend","0"
"79",190,"mangrove","trend","0"
"80",191,"mangrove","trend","0"
"81",193,"mangrove","trend","0"
"82",194,"mangrove","trend","0"
"83",195,"mangrove","trend","0"
"84",196,"mangrove","trend","0"
"85",197,"mangrove","trend","0"
"86",198,"mangrove","trend","0"
"87",199,"mangrove","trend","0"
"88",200,"mangrove","trend","0"
"89",202,"mangrove","trend","0"
"90",203,"mangrove","trend","0"
"91",204,"mangrove","trend","0"
"92",205,"mangrove","trend","0"
"93",206,"mangrove","trend","0"
"94",207,"mangrove","trend","0"
"95",208,"mangrove","trend","0"
"96",209,"mangrove","trend","0"
"97",210,"mangrove","trend","0"
"98",214,"mangrove","trend","0"
"99",216,"mangrove","trend","0"
"100",221,"mangrove","trend","0"
"101",231,"mangrove","trend","0"
"102",237,"mangrove","trend","regional (r2) mean"
"103",244,"mangrove","trend","0"
"104",245,"mangrove","trend","0"
"105",247,"mangrove","trend","0"
"106",250,"mangrove","trend","0"
