"","rgn_id","habitat","variable","gap_fill"
"1",1,"saltmarsh","extent",NA
"2",2,"saltmarsh","extent",NA
"3",3,"saltmarsh","extent",NA
"4",4,"saltmarsh","extent",NA
"5",5,"saltmarsh","extent",NA
"6",6,"saltmarsh","extent",NA
"7",7,"saltmarsh","extent",NA
"8",8,"saltmarsh","extent",NA
"9",9,"saltmarsh","extent",NA
"10",10,"saltmarsh","extent",NA
"11",11,"saltmarsh","extent",NA
"12",12,"saltmarsh","extent",NA
"13",13,"saltmarsh","extent",NA
"14",14,"saltmarsh","extent",NA
"15",15,"saltmarsh","extent",NA
"16",16,"saltmarsh","extent",0
"17",17,"saltmarsh","extent",NA
"18",18,"saltmarsh","extent",NA
"19",19,"saltmarsh","extent",NA
"20",20,"saltmarsh","extent",NA
"21",21,"saltmarsh","extent",NA
"22",24,"saltmarsh","extent",NA
"23",25,"saltmarsh","extent",NA
"24",26,"saltmarsh","extent",NA
"25",28,"saltmarsh","extent",NA
"26",29,"saltmarsh","extent",NA
"27",30,"saltmarsh","extent",NA
"28",31,"saltmarsh","extent",NA
"29",32,"saltmarsh","extent",NA
"30",33,"saltmarsh","extent",NA
"31",34,"saltmarsh","extent",NA
"32",35,"saltmarsh","extent",NA
"33",36,"saltmarsh","extent",NA
"34",37,"saltmarsh","extent",NA
"35",38,"saltmarsh","extent",NA
"36",39,"saltmarsh","extent",NA
"37",40,"saltmarsh","extent",NA
"38",41,"saltmarsh","extent",NA
"39",42,"saltmarsh","extent",NA
"40",43,"saltmarsh","extent",NA
"41",44,"saltmarsh","extent",NA
"42",45,"saltmarsh","extent",NA
"43",46,"saltmarsh","extent",NA
"44",47,"saltmarsh","extent",NA
"45",48,"saltmarsh","extent",NA
"46",49,"saltmarsh","extent",NA
"47",50,"saltmarsh","extent",NA
"48",51,"saltmarsh","extent",NA
"49",52,"saltmarsh","extent",NA
"50",53,"saltmarsh","extent",NA
"51",54,"saltmarsh","extent",NA
"52",55,"saltmarsh","extent",NA
"53",56,"saltmarsh","extent",NA
"54",57,"saltmarsh","extent",NA
"55",58,"saltmarsh","extent",NA
"56",59,"saltmarsh","extent",0
"57",60,"saltmarsh","extent",NA
"58",61,"saltmarsh","extent",NA
"59",62,"saltmarsh","extent",NA
"60",63,"saltmarsh","extent",NA
"61",64,"saltmarsh","extent",NA
"62",65,"saltmarsh","extent",NA
"63",66,"saltmarsh","extent",NA
"64",67,"saltmarsh","extent",NA
"65",68,"saltmarsh","extent",NA
"66",69,"saltmarsh","extent",0
"67",70,"saltmarsh","extent",0
"68",71,"saltmarsh","extent",NA
"69",72,"saltmarsh","extent",NA
"70",73,"saltmarsh","extent",NA
