"","rgn_id","habitat","variable","gap_fill"
"1",1,"coral","extent",0
"2",2,"coral","extent",0
"3",3,"coral","extent",NA
"4",4,"coral","extent",NA
"5",5,"coral","extent",0
"6",6,"coral","extent",0
"7",7,"coral","extent",0
"8",8,"coral","extent",0
"9",9,"coral","extent",0
"10",10,"coral","extent",0
"11",11,"coral","extent",0
"12",12,"coral","extent",0
"13",13,"coral","extent",0
"14",14,"coral","extent",0
"15",15,"coral","extent",0
"16",16,"coral","extent",0
"17",17,"coral","extent",0
"18",18,"coral","extent",0
"19",19,"coral","extent",0
"20",20,"coral","extent",NA
"21",21,"coral","extent",NA
"22",24,"coral","extent",0
"23",25,"coral","extent",0
"24",26,"coral","extent",0
"25",28,"coral","extent",0
"26",29,"coral","extent",0
"27",30,"coral","extent",0
"28",31,"coral","extent",0
"29",32,"coral","extent",0
"30",33,"coral","extent",0
"31",34,"coral","extent",0
"32",35,"coral","extent",0
"33",36,"coral","extent",0
"34",37,"coral","extent",0
"35",38,"coral","extent",0
"36",39,"coral","extent",0
"37",40,"coral","extent",0
"38",41,"coral","extent",0
"39",42,"coral","extent",0
"40",43,"coral","extent",0
"41",44,"coral","extent",0
"42",45,"coral","extent",0
"43",46,"coral","extent",0
"44",47,"coral","extent",0
"45",48,"coral","extent",0
"46",49,"coral","extent",0
"47",50,"coral","extent",0
"48",51,"coral","extent",0
"49",52,"coral","extent",0
"50",53,"coral","extent",NA
"51",54,"coral","extent",0
"52",55,"coral","extent",NA
"53",56,"coral","extent",NA
"54",57,"coral","extent",NA
"55",58,"coral","extent",NA
"56",59,"coral","extent",NA
"57",60,"coral","extent",NA
"58",61,"coral","extent",NA
"59",62,"coral","extent",NA
"60",63,"coral","extent",NA
"61",64,"coral","extent",NA
"62",65,"coral","extent",NA
"63",66,"coral","extent",NA
"64",67,"coral","extent",NA
"65",68,"coral","extent",NA
"66",69,"coral","extent",NA
"67",70,"coral","extent",NA
"68",71,"coral","extent",NA
"69",72,"coral","extent",NA
"70",73,"coral","extent",NA
"71",74,"coral","extent",NA
"72",75,"coral","extent",NA
"73",76,"coral","extent",NA
"74",77,"coral","extent",NA
"75",78,"coral","extent",NA
"76",79,"coral","extent",0
"77",80,"coral","extent",NA
"78",81,"coral","extent",NA
"79",82,"coral","extent",NA
"80",84,"coral","extent",NA
"81",85,"coral","extent",NA
"82",86,"coral","extent",NA
"83",88,"coral","extent",NA
"84",89,"coral","extent",NA
"85",90,"coral","extent",NA
"86",91,"coral","extent",NA
"87",92,"coral","extent",NA
"88",93,"coral","extent",NA
"89",94,"coral","extent",NA
"90",95,"coral","extent",NA
"91",96,"coral","extent",NA
"92",97,"coral","extent",NA
"93",98,"coral","extent",NA
"94",99,"coral","extent",NA
"95",100,"coral","extent",NA
"96",101,"coral","extent",NA
"97",102,"coral","extent",0
"98",103,"coral","extent",NA
"99",104,"coral","extent",NA
"100",105,"coral","extent",NA
"101",106,"coral","extent",NA
"102",107,"coral","extent",NA
"103",108,"coral","extent",0
