region_id,region_name,flower_png
0,Global average,figures/FlowerPlots/flower_Globalaverage.png
1,Cocos Islands,figures/FlowerPlots/flower_CocosIslands.png
2,Christmas Island,figures/FlowerPlots/flower_ChristmasIsland.png
3,Norfolk Island,figures/FlowerPlots/flower_NorfolkIsland.png
4,Macquarie Island,figures/FlowerPlots/flower_MacquarieIsland.png
5,New Caledonia,figures/FlowerPlots/flower_NewCaledonia.png
6,Vanuatu,figures/FlowerPlots/flower_Vanuatu.png
7,Solomon Islands,figures/FlowerPlots/flower_SolomonIslands.png
8,Palau,figures/FlowerPlots/flower_Palau.png
9,Micronesia,figures/FlowerPlots/flower_Micronesia.png
10,Nauru,figures/FlowerPlots/flower_Nauru.png
11,Marshall Islands,figures/FlowerPlots/flower_MarshallIslands.png
12,Wake Island,figures/FlowerPlots/flower_WakeIsland.png
13,Northern Mariana Islands and Guam,figures/FlowerPlots/flower_NorthernMarianaIslandsandGuam.png
14,Taiwan,figures/FlowerPlots/flower_Taiwan.png
15,Philippines,figures/FlowerPlots/flower_Philippines.png
16,Australia,figures/FlowerPlots/flower_Australia.png
17,Papua New Guinea,figures/FlowerPlots/flower_PapuaNewGuinea.png
18,Fiji,figures/FlowerPlots/flower_Fiji.png
19,Tuvalu,figures/FlowerPlots/flower_Tuvalu.png
20,South Korea,figures/FlowerPlots/flower_SouthKorea.png
21,North Korea,figures/FlowerPlots/flower_NorthKorea.png
24,Cambodia,figures/FlowerPlots/flower_Cambodia.png
25,Thailand,figures/FlowerPlots/flower_Thailand.png
26,Andaman and Nicobar,figures/FlowerPlots/flower_AndamanandNicobar.png
28,Comoro Islands,figures/FlowerPlots/flower_ComoroIslands.png
29,Mayotte,figures/FlowerPlots/flower_Mayotte.png
30,Glorioso Islands,figures/FlowerPlots/flower_GloriosoIslands.png
31,Seychelles,figures/FlowerPlots/flower_Seychelles.png
32,Reunion,figures/FlowerPlots/flower_Reunion.png
33,Juan de Nova Island,figures/FlowerPlots/flower_JuandeNovaIsland.png
34,Bassas da India,figures/FlowerPlots/flower_BassasdaIndia.png
35,Ile Europa,figures/FlowerPlots/flower_IleEuropa.png
36,Ile Tromelin,figures/FlowerPlots/flower_IleTromelin.png
37,Mauritius,figures/FlowerPlots/flower_Mauritius.png
