"","rgn_id","habitat","variable","gap_fill"
"1",1,"saltmarsh","health",NA
"2",2,"saltmarsh","health",NA
"3",3,"saltmarsh","health",NA
"4",4,"saltmarsh","health",NA
"5",5,"saltmarsh","health",NA
"6",6,"saltmarsh","health",NA
"7",7,"saltmarsh","health",NA
"8",8,"saltmarsh","health",NA
"9",9,"saltmarsh","health",NA
"10",10,"saltmarsh","health",NA
"11",11,"saltmarsh","health",NA
"12",12,"saltmarsh","health",NA
"13",13,"saltmarsh","health",NA
"14",14,"saltmarsh","health",NA
"15",15,"saltmarsh","health",NA
"16",16,"saltmarsh","health","0"
"17",17,"saltmarsh","health",NA
"18",18,"saltmarsh","health",NA
"19",19,"saltmarsh","health",NA
"20",20,"saltmarsh","health",NA
"21",21,"saltmarsh","health",NA
"22",24,"saltmarsh","health",NA
"23",25,"saltmarsh","health",NA
"24",26,"saltmarsh","health",NA
"25",28,"saltmarsh","health",NA
"26",29,"saltmarsh","health",NA
"27",30,"saltmarsh","health",NA
"28",31,"saltmarsh","health",NA
"29",32,"saltmarsh","health",NA
"30",33,"saltmarsh","health",NA
"31",34,"saltmarsh","health",NA
"32",35,"saltmarsh","health",NA
"33",36,"saltmarsh","health",NA
"34",37,"saltmarsh","health",NA
"35",38,"saltmarsh","health",NA
"36",39,"saltmarsh","health",NA
"37",40,"saltmarsh","health",NA
"38",41,"saltmarsh","health",NA
"39",42,"saltmarsh","health",NA
"40",43,"saltmarsh","health",NA
"41",44,"saltmarsh","health",NA
"42",45,"saltmarsh","health",NA
"43",46,"saltmarsh","health",NA
"44",47,"saltmarsh","health",NA
"45",48,"saltmarsh","health",NA
"46",49,"saltmarsh","health",NA
"47",50,"saltmarsh","health",NA
"48",51,"saltmarsh","health",NA
"49",52,"saltmarsh","health",NA
"50",53,"saltmarsh","health",NA
"51",54,"saltmarsh","health",NA
"52",55,"saltmarsh","health",NA
"53",56,"saltmarsh","health",NA
"54",57,"saltmarsh","health",NA
"55",58,"saltmarsh","health",NA
"56",59,"saltmarsh","health","0"
"57",60,"saltmarsh","health",NA
"58",61,"saltmarsh","health",NA
"59",62,"saltmarsh","health",NA
"60",63,"saltmarsh","health",NA
"61",64,"saltmarsh","health",NA
"62",65,"saltmarsh","health",NA
"63",66,"saltmarsh","health",NA
"64",67,"saltmarsh","health",NA
"65",68,"saltmarsh","health",NA
"66",69,"saltmarsh","health","0"
"67",70,"saltmarsh","health","0"
"68",71,"saltmarsh","health",NA
"69",72,"saltmarsh","health",NA
"70",73,"saltmarsh","health",NA
"71",74,"saltmarsh","health",NA
"72",75,"saltmarsh","health",NA
"73",76,"saltmarsh","health",NA
"74",77,"saltmarsh","health",NA
"75",78,"saltmarsh","health",NA
"76",79,"saltmarsh","health",NA
"77",80,"saltmarsh","health",NA
"78",81,"saltmarsh","health",NA
"79",82,"saltmarsh","health",NA
"80",84,"saltmarsh","health",NA
"81",85,"saltmarsh","health",NA
"82",86,"saltmarsh","health",NA
"83",88,"saltmarsh","health",NA
"84",89,"saltmarsh","health",NA
"85",90,"saltmarsh","health",NA
"86",91,"saltmarsh","health",NA
"87",92,"saltmarsh","health",NA
"88",93,"saltmarsh","health",NA
"89",94,"saltmarsh","health",NA
"90",95,"saltmarsh","health",NA
"91",96,"saltmarsh","health",NA
"92",97,"saltmarsh","health",NA
"93",98,"saltmarsh","health",NA
"94",99,"saltmarsh","health",NA
"95",100,"saltmarsh","health",NA
"96",101,"saltmarsh","health",NA
"97",102,"saltmarsh","health",NA
"98",103,"saltmarsh","health",NA
