"","rgn_id","year","gapfilled","method"
"1",1,2010,1,"territories assigned score of admin country"
"2",1,2011,1,"territories assigned score of admin country"
"3",1,2012,1,"territories assigned score of admin country"
"4",1,2013,1,"territories assigned score of admin country"
"5",1,2014,1,"territories assigned score of admin country"
"6",1,2015,1,"territories assigned score of admin country"
"7",1,2016,1,"territories assigned score of admin country"
"8",1,2017,1,"territories assigned score of admin country"
"9",2,2010,1,"territories assigned score of admin country"
"10",2,2011,1,"territories assigned score of admin country"
"11",2,2012,1,"territories assigned score of admin country"
"12",2,2013,1,"territories assigned score of admin country"
"13",2,2014,1,"territories assigned score of admin country"
"14",2,2015,1,"territories assigned score of admin country"
"15",2,2016,1,"territories assigned score of admin country"
"16",2,2017,1,"territories assigned score of admin country"
"17",3,2010,1,"territories assigned score of admin country"
"18",3,2011,1,"territories assigned score of admin country"
"19",3,2012,1,"territories assigned score of admin country"
"20",3,2013,1,"territories assigned score of admin country"
"21",3,2014,1,"territories assigned score of admin country"
"22",3,2015,1,"territories assigned score of admin country"
"23",3,2016,1,"territories assigned score of admin country"
"24",3,2017,1,"territories assigned score of admin country"
"25",4,2010,1,"territories assigned score of admin country"
"26",4,2011,1,"territories assigned score of admin country"
"27",4,2012,1,"territories assigned score of admin country"
"28",4,2013,1,"territories assigned score of admin country"
"29",4,2014,1,"territories assigned score of admin country"
"30",4,2015,1,"territories assigned score of admin country"
"31",4,2016,1,"territories assigned score of admin country"
"32",4,2017,1,"territories assigned score of admin country"
"33",5,2010,1,"territories assigned score of admin country"
"34",5,2011,1,"territories assigned score of admin country"
"35",5,2012,1,"territories assigned score of admin country"
"36",5,2013,1,"territories assigned score of admin country"
"37",5,2014,1,"territories assigned score of admin country"
"38",5,2015,1,"territories assigned score of admin country"
"39",5,2016,1,"territories assigned score of admin country"
"40",5,2017,1,"territories assigned score of admin country"
"41",6,2010,0,"territories assigned score of admin country"
"42",6,2011,0,"territories assigned score of admin country"
"43",6,2012,0,"territories assigned score of admin country"
"44",6,2013,0,"territories assigned score of admin country"
"45",6,2014,0,"territories assigned score of admin country"
"46",6,2015,0,"territories assigned score of admin country"
"47",6,2016,0,"territories assigned score of admin country"
"48",6,2017,0,"territories assigned score of admin country"
"49",7,2010,0,"territories assigned score of admin country"
"50",7,2011,0,"territories assigned score of admin country"
"51",7,2012,0,"territories assigned score of admin country"
"52",7,2013,0,"territories assigned score of admin country"
"53",7,2014,0,"territories assigned score of admin country"
"54",7,2015,0,"territories assigned score of admin country"
"55",7,2016,0,"territories assigned score of admin country"
"56",7,2017,0,"territories assigned score of admin country"
"57",8,2010,0,"territories assigned score of admin country"
"58",8,2011,0,"territories assigned score of admin country"
"59",8,2012,0,"territories assigned score of admin country"
"60",8,2013,0,"territories assigned score of admin country"
"61",8,2014,0,"territories assigned score of admin country"
"62",8,2015,0,"territories assigned score of admin country"
"63",8,2016,0,"territories assigned score of admin country"
"64",8,2017,0,"territories assigned score of admin country"
"65",9,2010,0,"territories assigned score of admin country"
"66",9,2011,0,"territories assigned score of admin country"
"67",9,2012,0,"territories assigned score of admin country"
"68",9,2013,0,"territories assigned score of admin country"
"69",9,2014,0,"territories assigned score of admin country"
"70",9,2015,0,"territories assigned score of admin country"
"71",9,2016,0,"territories assigned score of admin country"
"72",9,2017,0,"territories assigned score of admin country"
"73",10,2010,0,"territories assigned score of admin country"
"74",10,2011,0,"territories assigned score of admin country"
"75",10,2012,0,"territories assigned score of admin country"
"76",10,2013,0,"territories assigned score of admin country"
"77",10,2014,0,"territories assigned score of admin country"
"78",10,2015,0,"territories assigned score of admin country"
"79",10,2016,0,"territories assigned score of admin country"
"80",10,2017,0,"territories assigned score of admin country"
"81",11,2010,0,"territories assigned score of admin country"
"82",11,2011,0,"territories assigned score of admin country"
"83",11,2012,0,"territories assigned score of admin country"
"84",11,2013,0,"territories assigned score of admin country"
"85",11,2014,0,"territories assigned score of admin country"
"86",11,2015,0,"territories assigned score of admin country"
"87",11,2016,0,"territories assigned score of admin country"
"88",11,2017,0,"territories assigned score of admin country"
"89",12,2010,1,"territories assigned score of admin country"
"90",12,2011,1,"territories assigned score of admin country"
"91",12,2012,1,"territories assigned score of admin country"
"92",12,2013,1,"territories assigned score of admin country"
"93",12,2014,1,"territories assigned score of admin country"
"94",12,2015,1,"territories assigned score of admin country"
"95",12,2016,1,"territories assigned score of admin country"
"96",12,2017,1,"territories assigned score of admin country"
"97",13,2010,1,"territories assigned score of admin country"
"98",13,2011,1,"territories assigned score of admin country"
"99",13,2012,1,"territories assigned score of admin country"
"100",13,2013,1,"territories assigned score of admin country"
"101",13,2014,1,"territories assigned score of admin country"
"102",13,2015,1,"territories assigned score of admin country"
"103",13,2016,1,"territories assigned score of admin country"
"104",13,2017,1,"territories assigned score of admin country"
"105",14,2010,0,"territories assigned score of admin country"
"106",14,2011,0,"territories assigned score of admin country"
"107",14,2012,0,"territories assigned score of admin country"
"108",14,2013,0,"territories assigned score of admin country"
"109",14,2014,0,"territories assigned score of admin country"
"110",14,2015,0,"territories assigned score of admin country"
"111",14,2016,0,"territories assigned score of admin country"
"112",14,2017,0,"territories assigned score of admin country"
"113",15,2010,0,"territories assigned score of admin country"
"114",15,2011,0,"territories assigned score of admin country"
"115",15,2012,0,"territories assigned score of admin country"
"116",15,2013,0,"territories assigned score of admin country"
"117",15,2014,0,"territories assigned score of admin country"
"118",15,2015,0,"territories assigned score of admin country"
"119",15,2016,0,"territories assigned score of admin country"
"120",15,2017,0,"territories assigned score of admin country"
"121",16,2010,0,"territories assigned score of admin country"
"122",16,2011,0,"territories assigned score of admin country"
"123",16,2012,0,"territories assigned score of admin country"
"124",16,2013,0,"territories assigned score of admin country"
"125",16,2014,0,"territories assigned score of admin country"
"126",16,2015,0,"territories assigned score of admin country"
"127",16,2016,0,"territories assigned score of admin country"
"128",16,2017,0,"territories assigned score of admin country"
"129",17,2010,0,"territories assigned score of admin country"
"130",17,2011,0,"territories assigned score of admin country"
"131",17,2012,0,"territories assigned score of admin country"
"132",17,2013,0,"territories assigned score of admin country"
"133",17,2014,0,"territories assigned score of admin country"
"134",17,2015,0,"territories assigned score of admin country"
"135",17,2016,0,"territories assigned score of admin country"
"136",17,2017,0,"territories assigned score of admin country"
"137",18,2010,0,"territories assigned score of admin country"
"138",18,2011,0,"territories assigned score of admin country"
"139",18,2012,0,"territories assigned score of admin country"
"140",18,2013,0,"territories assigned score of admin country"
"141",18,2014,0,"territories assigned score of admin country"
"142",18,2015,0,"territories assigned score of admin country"
"143",18,2016,0,"territories assigned score of admin country"
"144",18,2017,0,"territories assigned score of admin country"
"145",19,2010,0,"territories assigned score of admin country"
"146",19,2011,0,"territories assigned score of admin country"
"147",19,2012,0,"territories assigned score of admin country"
"148",19,2013,0,"territories assigned score of admin country"
"149",19,2014,0,"territories assigned score of admin country"
"150",19,2015,0,"territories assigned score of admin country"
"151",19,2016,0,"territories assigned score of admin country"
"152",19,2017,0,"territories assigned score of admin country"
"153",20,2010,0,"territories assigned score of admin country"
"154",20,2011,0,"territories assigned score of admin country"
"155",20,2012,0,"territories assigned score of admin country"
"156",20,2013,0,"territories assigned score of admin country"
"157",20,2014,0,"territories assigned score of admin country"
"158",20,2015,0,"territories assigned score of admin country"
"159",20,2016,0,"territories assigned score of admin country"
"160",20,2017,0,"territories assigned score of admin country"
