"rgn_id","year","multiplier"
84,2012,0.5
197,2012,0.375
132,2012,1
199,2012,0.75
46,2012,0.75
134,2012,0.75
45,2012,0.75
114,2012,1
133,2012,0.75
191,2012,0.75
192,2012,0.25
79,2012,0.75
43,2012,0.75
78,2012,0
97,2012,0.25
67,2012,0
64,2012,0.75
135,2012,0.875
196,2012,0.375
21,2012,0
53,2012,0.25
15,2012,0.625
50,2012,0.75
96,2012,0.25
44,2012,0
49,2012,0.375
77,2012,0
75,2012,0.75
139,2012,1
47,2012,0
84,2013,0.5
197,2013,0.375
132,2013,1
199,2013,0.75
46,2013,0.75
134,2013,0.75
45,2013,0.75
114,2013,1
133,2013,0.75
191,2013,0.75
192,2013,0.25
79,2013,0.75
43,2013,0.75
78,2013,0
97,2013,0.25
67,2013,0
64,2013,0.75
135,2013,0.875
196,2013,0.375
21,2013,0
53,2013,0.25
15,2013,0.625
50,2013,0.75
96,2013,0.25
44,2013,0
49,2013,0.375
77,2013,0
75,2013,0.75
139,2013,1
47,2013,0
84,2014,0.5
197,2014,0.375
132,2014,1
199,2014,0.75
46,2014,0.75
134,2014,0.75
45,2014,0.75
114,2014,1
133,2014,0.75
191,2014,0.75
192,2014,0.25
79,2014,0.75
43,2014,0.75
78,2014,0
97,2014,0.25
67,2014,0
64,2014,0.75
135,2014,0.875
196,2014,0.375
21,2014,0
53,2014,0.25
15,2014,0.625
50,2014,0.75
96,2014,0.25
44,2014,0
49,2014,0.375
77,2014,0
75,2014,0.75
139,2014,1
47,2014,0
84,2015,0.5
197,2015,0.375
132,2015,1
199,2015,0.75
46,2015,0.75
134,2015,0.75
45,2015,0.75
114,2015,1
133,2015,0.75
191,2015,0.75
192,2015,0.25
79,2015,0.75
43,2015,0.75
78,2015,0
97,2015,0.25
67,2015,0
64,2015,0.75
135,2015,0.875
196,2015,0.375
21,2015,0
53,2015,0.25
15,2015,0.625
50,2015,0.75
96,2015,0.25
44,2015,0
49,2015,0.375
77,2015,0
75,2015,0.75
139,2015,1
47,2015,0
84,2016,0.5
204,2016,0.75
197,2016,0.375
132,2016,1
199,2016,0.75
134,2016,0.75
45,2016,0.75
114,2016,1
133,2016,0.75
191,2016,0.75
192,2016,0
79,2016,0.75
43,2016,0.375
78,2016,0
67,2016,0
64,2016,0.75
135,2016,0.875
131,2016,1
196,2016,0.375
21,2016,0
53,2016,0.25
15,2016,0.625
50,2016,0.75
44,2016,0
49,2016,0.375
77,2016,0
61,2016,0.5
76,2016,0
75,2016,0
139,2016,0.75
47,2016,0
