"rgn_id","sciname","popn_trend"
1,"Balaenoptera musculus","increasing"
1,"Cheilinus undulatus","decreasing"
1,"Chelonia mydas","decreasing"
1,"Megaptera novaeangliae","increasing"
1,"Triaenodon obesus","unknown"
2,"Cheilinus undulatus","decreasing"
2,"Chelonia mydas","decreasing"
2,"Triaenodon obesus","unknown"
3,"Galeocerdo cuvier","unknown"
3,"Triaenodon obesus","unknown"
5,"Alopias vulpinus","decreasing"
5,"Balaenoptera acutorostrata","stable"
5,"Balaenoptera musculus","increasing"
5,"Balaenoptera physalus","unknown"
5,"Carcharhinus melanopterus","decreasing"
5,"Carcharodon carcharias","unknown"
5,"Caretta caretta",NA
5,"Cheilinus undulatus","decreasing"
5,"Chelonia mydas","decreasing"
5,"Dermochelys coriacea","decreasing"
5,"Dermochelys coriacea","decreasing"
5,"Galeocerdo cuvier","unknown"
5,"Isurus oxyrinchus","decreasing"
5,"Isurus oxyrinchus","decreasing"
5,"Megaptera novaeangliae","increasing"
5,"Megaptera novaeangliae","increasing"
5,"Prionace glauca","unknown"
5,"Rhincodon typus","decreasing"
5,"Triaenodon obesus","unknown"
6,"Alopias vulpinus","decreasing"
6,"Cheilinus undulatus","decreasing"
6,"Chelonia mydas","decreasing"
6,"Eretmochelys imbricata","decreasing"
6,"Galeocerdo cuvier","unknown"
6,"Isurus oxyrinchus","decreasing"
6,"Megaptera novaeangliae","increasing"
6,"Megaptera novaeangliae","increasing"
6,"Prionace glauca","unknown"
6,"Rhincodon typus","decreasing"
6,"Triaenodon obesus","unknown"
7,"Carcharhinus melanopterus","decreasing"
7,"Cheilinus undulatus","decreasing"
7,"Chelonia mydas","decreasing"
7,"Dermochelys coriacea","decreasing"
7,"Dermochelys coriacea","decreasing"
7,"Eretmochelys imbricata","decreasing"
7,"Galeocerdo cuvier","unknown"
7,"Isurus oxyrinchus","decreasing"
7,"Isurus paucus","decreasing"
7,"Megaptera novaeangliae","increasing"
7,"Megaptera novaeangliae","increasing"
7,"Prionace glauca","unknown"
7,"Rhincodon typus","decreasing"
7,"Triaenodon obesus","unknown"
8,"Balaenoptera musculus","increasing"
8,"Cheilinus undulatus","decreasing"
8,"Chelonia mydas","decreasing"
8,"Dermochelys coriacea","decreasing"
8,"Dermochelys coriacea","decreasing"
8,"Eretmochelys imbricata","decreasing"
8,"Galeocerdo cuvier","unknown"
8,"Isurus oxyrinchus","decreasing"
8,"Megaptera novaeangliae","increasing"
8,"Megaptera novaeangliae","increasing"
8,"Prionace glauca","unknown"
8,"Triaenodon obesus","unknown"
9,"Cheilinus undulatus","decreasing"
9,"Chelonia mydas","decreasing"
9,"Dermochelys coriacea","decreasing"
9,"Dermochelys coriacea","decreasing"
9,"Eretmochelys imbricata","decreasing"
9,"Galeocerdo cuvier","unknown"
9,"Isurus oxyrinchus","decreasing"
9,"Isurus paucus","decreasing"
9,"Lepidochelys olivacea","decreasing"
9,"Megaptera novaeangliae","increasing"
9,"Prionace glauca","unknown"
9,"Rhincodon typus","decreasing"
10,"Cheilinus undulatus","decreasing"
10,"Galeocerdo cuvier","unknown"
10,"Isurus oxyrinchus","decreasing"
10,"Isurus paucus","decreasing"
10,"Megaptera novaeangliae","increasing"
10,"Megaptera novaeangliae","increasing"
10,"Prionace glauca","unknown"
10,"Rhincodon typus","decreasing"
10,"Triaenodon obesus","unknown"
11,"Balaenoptera musculus","increasing"
11,"Carcharhinus melanopterus","decreasing"
11,"Cheilinus undulatus","decreasing"
11,"Chelonia mydas","decreasing"
11,"Dermochelys coriacea","decreasing"
11,"Dermochelys coriacea","decreasing"
11,"Galeocerdo cuvier","unknown"
11,"Isurus oxyrinchus","decreasing"
11,"Megaptera novaeangliae","increasing"
11,"Megaptera novaeangliae","increasing"
11,"Prionace glauca","unknown"
11,"Rhincodon typus","decreasing"
11,"Triaenodon obesus","unknown"
12,"Cheilinus undulatus","decreasing"
12,"Chelonia mydas","decreasing"
12,"Galeocerdo cuvier","unknown"
13,"Balaenoptera borealis","unknown"
13,"Balaenoptera musculus","increasing"
13,"Cheilinus undulatus","decreasing"
13,"Cheilinus undulatus","decreasing"
13,"Chelonia mydas","decreasing"
13,"Chelonia mydas","decreasing"
13,"Dermochelys coriacea","decreasing"
13,"Dermochelys coriacea","decreasing"
13,"Dermochelys coriacea","decreasing"
13,"Dermochelys coriacea","decreasing"
13,"Eretmochelys imbricata","decreasing"
13,"Galeocerdo cuvier","unknown"
13,"Galeocerdo cuvier","unknown"
13,"Isurus oxyrinchus","decreasing"
13,"Megaptera novaeangliae","increasing"
13,"Megaptera novaeangliae","increasing"
13,"Megaptera novaeangliae","increasing"
13,"Megaptera novaeangliae","increasing"
13,"Prionace glauca","unknown"
13,"Prionace glauca","unknown"
13,"Triaenodon obesus","unknown"
13,"Triaenodon obesus","unknown"
14,"Alopias vulpinus","decreasing"
14,"Balaenoptera acutorostrata","stable"
14,"Balaenoptera musculus","increasing"
14,"Cheilinus undulatus","decreasing"
