"rgn_id","year","trend"
5,2009,-0.0994
6,2009,-0.007
7,2009,-0.0343
8,2009,-0.069
9,2009,0.0588
10,2009,0.1945
13,2009,-0.0224
14,2009,-0.1368
15,2009,-0.0553
16,2009,-0.0643
17,2009,0.0692
18,2009,0.0085
20,2009,-0.2871
21,2009,-0.0878
24,2009,-0.1295
25,2009,-0.0481
26,2009,0.0229
28,2009,-0.0365
29,2009,-0.0148
31,2009,-0.0354
40,2009,-0.0541
41,2009,-0.0336
42,2009,5e-04
43,2009,0.0914
44,2009,-0.0159
45,2009,-0.06
46,2009,-0.1104
47,2009,-0.0551
48,2009,-0.0479
49,2009,0.0748
50,2009,-0.1742
51,2009,-0.0553
52,2009,-0.0234
53,2009,-0.1142
54,2009,-0.1634
57,2009,-0.028
58,2009,-0.1203
59,2009,-0.0106
60,2009,-0.2673
61,2009,-0.0886
62,2009,-0.1036
63,2009,-0.1051
64,2009,-0.0326
65,2009,-0.1547
66,2009,-0.0667
67,2009,-0.0759
68,2009,-0.7419
69,2009,0.0272
70,2009,0.1408
71,2009,0.3158
72,2009,-0.0174
73,2009,-0.1489
74,2009,-0.1034
75,2009,0.3794
76,2009,-0.0966
77,2009,-0.1561
78,2009,-0.0848
79,2009,-0.1814
80,2009,-0.1846
81,2009,-0.1169
82,2009,-0.0964
84,2009,-0.0736
95,2009,-0.0779
96,2009,-0.0913
97,2009,-0.0216
98,2009,-0.0891
99,2009,-0.0361
100,2009,-0.0696
101,2009,-0.0382
102,2009,-0.0528
103,2009,-0.0252
104,2009,0.0015
106,2009,-0.1051
110,2009,-0.031
111,2009,-0.3554
112,2009,-0.0374
113,2009,-0.3684
114,2009,-0.0365
115,2009,-0.0611
116,2009,-0.0134
117,2009,0.0425
119,2009,-0.282
120,2009,0.0126
121,2009,0.0071
122,2009,-0.0754
123,2009,-0.0977
124,2009,-0.0786
125,2009,0.0105
126,2009,-0.0014
127,2009,0.0583
129,2009,-0.0292
130,2009,-0.1023
131,2009,-0.083
132,2009,-0.0365
133,2009,-0.0202
134,2009,-0.039
135,2009,-0.0924
136,2009,-0.0719
137,2009,0.0017
138,2009,0.0188
139,2009,0.0178
140,2009,-0.0122
141,2009,-0.0496
143,2009,-0.174
145,2009,-0.2225
162,2009,-0.0468
163,2009,-0.1245
164,2009,0.028
166,2009,-0.0616
167,2009,-0.0116
168,2009,0.0315
169,2009,-0.0192
171,2009,-0.0467
172,2009,-0.0513
173,2009,-0.0463
174,2009,0.0565
175,2009,-0.0989
176,2009,-0.1404
177,2009,-0.0749
178,2009,-0.0575
179,2009,-0.189
180,2009,-0.1212
181,2009,-0.075
182,2009,-0.1813
183,2009,-0.0272
184,2009,-0.3263
185,2009,-0.1056
186,2009,-0.1712
187,2009,-0.0402
188,2009,-0.3032
189,2009,-0.2205
190,2009,-0.1675
191,2009,-0.0802
192,2009,-0.1373
193,2009,-0.2403
194,2009,-0.0531
195,2009,-0.0615
196,2009,-0.3602
197,2009,0.0234
198,2009,-0.0374
199,2009,0.1021
200,2009,0.0424
202,2009,0.006
203,2009,-0.0517
204,2009,-0.5189
205,2009,-0.1985
206,2009,-0.127
207,2009,-0.013
208,2009,-0.3817
209,2009,0.0777
210,2009,-0.1828
212,2009,0.0257
214,2009,-0.0614
215,2009,-0.2052
216,2009,-0.0534
218,2009,-0.0773
219,2009,-0.034
220,2009,-0.3078
221,2009,-0.2384
222,2009,-0.0675
223,2009,-0.1999
224,2009,0.0276
227,2009,-0.8797
231,2009,-0.0568
232,2009,-0.4205
237,2009,-0.064
244,2009,-0.2223
245,2009,-0.0105
247,2009,-0.1356
249,2009,0.2092
250,2009,-0.1255
5,2010,-0.0024
6,2010,0.0653
7,2010,0.0296
8,2010,-0.0382
9,2010,0.1243
10,2010,0.2917
13,2010,0.0284
14,2010,-0.099
15,2010,-0.0017
16,2010,0.0163
17,2010,0.0929
18,2010,0.0188
20,2010,-0.2423
21,2010,-0.0385
24,2010,0.0026
25,2010,-0.0061
26,2010,0.0447
28,2010,-0.012
29,2010,0.0106
31,2010,-0.0534
40,2010,-0.0581
41,2010,-0.0083
42,2010,0.0783
43,2010,0.0944
44,2010,-0.0011
45,2010,-0.0301
46,2010,-0.057
47,2010,-0.0049
48,2010,0.0014
49,2010,0.0619
50,2010,-0.1961
51,2010,-0.0079
52,2010,0.1187
53,2010,0.0414
54,2010,-0.1366
57,2010,-0.0018
58,2010,-0.0588
59,2010,0.1097
60,2010,-0.231
61,2010,-0.0382
62,2010,-0.0495
63,2010,0.0014
64,2010,-0.0418
65,2010,-0.1157
66,2010,-0.0204
67,2010,-0.0343
68,2010,-0.6113
69,2010,0.0894
70,2010,0.0439
71,2010,0.6678
72,2010,0.0467
73,2010,-0.0929
74,2010,-0.0246
75,2010,0.2659
76,2010,-0.0248
77,2010,-0.2262
78,2010,-0.02
79,2010,-0.186
80,2010,-0.0405
81,2010,0.0327
82,2010,-0.0345
84,2010,-0.0421
95,2010,0.0505
96,2010,-0.0634
97,2010,-0.0061
98,2010,-0.0561
99,2010,-0.024
