"rgn_id","product","year","usd"
5,"ornamentals",1984,22.6666666666667
5,"ornamentals",1985,32.5
5,"ornamentals",1986,26.75
5,"ornamentals",1987,26.75
5,"ornamentals",1988,15.5
5,"ornamentals",1989,0
5,"ornamentals",1990,0
5,"ornamentals",1991,0
5,"ornamentals",1992,0
5,"ornamentals",1993,0
5,"ornamentals",1994,0
5,"ornamentals",1995,32.75
5,"ornamentals",1996,60.5
5,"ornamentals",1997,65.5
5,"ornamentals",1998,89.5
5,"ornamentals",1999,84.75
5,"ornamentals",2000,78.75
5,"ornamentals",2001,100
5,"ornamentals",2002,106
5,"ornamentals",2003,104.5
5,"ornamentals",2004,108
5,"ornamentals",2005,110
5,"ornamentals",2006,115.25
5,"ornamentals",2007,121.75
5,"ornamentals",2008,142
5,"ornamentals",2009,151.666666666667
5,"ornamentals",2010,157
5,"shells",1999,408.666666666667
5,"shells",2000,366
5,"shells",2001,369.5
5,"shells",2002,407.25
5,"shells",2003,446.5
5,"shells",2004,669.25
5,"shells",2005,852.25
5,"shells",2006,1012.25
5,"shells",2007,1211.5
5,"shells",2008,1230.5
5,"shells",2009,1275
5,"shells",2010,1350.5
6,"corals",1998,29.3333333333333
6,"corals",1999,46.75
6,"corals",2000,52.5
6,"corals",2001,93.75
6,"corals",2002,104
6,"corals",2003,83
6,"corals",2004,68.75
6,"corals",2005,14
6,"corals",2006,3.75
6,"corals",2007,0
6,"corals",2008,0
6,"corals",2009,0
6,"corals",2010,0
6,"shells",2001,5
6,"shells",2002,3.75
6,"shells",2003,3.25
6,"shells",2004,17
6,"shells",2005,18.75
6,"shells",2006,25
6,"shells",2007,58.5
6,"shells",2008,71.75
6,"shells",2009,93.3333333333333
6,"shells",2010,127.5
7,"corals",1998,819.666666666667
7,"corals",1999,818
7,"corals",2000,722.25
7,"corals",2001,651.25
7,"corals",2002,712.25
7,"corals",2003,745.5
7,"corals",2004,789.25
7,"corals",2005,831.75
7,"corals",2006,810.25
7,"corals",2007,786.25
7,"corals",2008,770
7,"corals",2009,794.666666666667
7,"corals",2010,792
7,"ornamentals",1996,36
7,"ornamentals",1997,39.25
7,"ornamentals",1998,27.5
7,"ornamentals",1999,70.5
7,"ornamentals",2000,72.25
7,"ornamentals",2001,73.75
7,"ornamentals",2002,89.5
7,"ornamentals",2003,59.25
7,"ornamentals",2004,72.5
7,"ornamentals",2005,85.25
7,"ornamentals",2006,85.75
7,"ornamentals",2007,99
7,"ornamentals",2008,75
7,"ornamentals",2009,64.6666666666667
7,"ornamentals",2010,63
7,"seaweeds",2004,178.666666666667
7,"seaweeds",2005,157.5
7,"seaweeds",2006,135.5
7,"seaweeds",2007,107.5
7,"seaweeds",2008,221
7,"seaweeds",2009,263.333333333333
7,"seaweeds",2010,365
8,"corals",1998,67.3333333333333
8,"corals",1999,50.5
8,"corals",2000,1.75
8,"corals",2001,1.5
8,"corals",2002,0.75
8,"corals",2003,61
8,"corals",2004,63
8,"corals",2005,65.5
8,"corals",2006,79
8,"corals",2007,18.75
8,"corals",2008,17.75
8,"corals",2009,19.3333333333333
8,"corals",2010,2
8,"ornamentals",1995,6.66666666666667
8,"ornamentals",1996,5.75
8,"ornamentals",1997,1
8,"ornamentals",1998,0.75
8,"ornamentals",1999,0.75
8,"ornamentals",2000,14.25
8,"ornamentals",2001,40.5
8,"ornamentals",2002,63
8,"ornamentals",2003,78.5
8,"ornamentals",2004,80.5
8,"ornamentals",2005,70.75
8,"ornamentals",2006,48.25
8,"ornamentals",2007,32.75
8,"ornamentals",2008,16.5
8,"ornamentals",2009,0
8,"ornamentals",2010,0
9,"corals",1998,115.333333333333
9,"corals",1999,86.5
9,"corals",2000,88.5
9,"corals",2001,56.25
9,"corals",2002,47.25
9,"corals",2003,57
9,"corals",2004,42.5
9,"corals",2005,48
9,"corals",2006,52
9,"corals",2007,54.25
9,"corals",2008,63.5
9,"corals",2009,62.6666666666667
9,"corals",2010,82
9,"ornamentals",1991,26.6666666666667
9,"ornamentals",1992,20
9,"ornamentals",1993,10
9,"ornamentals",1994,4.75
9,"ornamentals",1995,8
9,"ornamentals",1996,16.25
9,"ornamentals",1997,20.75
9,"ornamentals",1998,18.5
9,"ornamentals",1999,16
9,"ornamentals",2000,8.25
